"","VID","yPos","xPos","race","lat","lon"
"7778",79772,639,745,"Black",38.93381,-77.08226
"7779",37879,45,621,"Black",38.99161,-77.08805
"7780",18620,1265,1253,"Black",38.87286,-77.05862
"7781",54525,679,1128,"Black",38.92989,-77.06447
"7782",79970,916,1398,"Black",38.90685,-77.05189
"7783",70267,1641,1006,"Black",38.83635,-77.07014
"7784",55934,1459,1016,"Black",38.85403,-77.06967
"7785",55885,990,1123,"Black",38.89965,-77.06468
"7786",42027,904,802,"Black",38.90801,-77.07963
"7787",28326,1256,1276,"Black",38.87373,-77.05757
"7788",41476,1192,1158,"Black",38.8800411730473,-77.0630427685744
"7789",25396,640,1261,"Black",38.93372,-77.05827
"7790",52850,1081,1490,"Black",38.8907884843292,-77.0476250881742
"7791",32412,978,1147,"Black",38.90078,-77.06358
"7792",35512,716,1187,"Black",38.92633,-77.06171
"7793",71336,928,1475,"Black",38.9056400012162,-77.0483105441928
"7794",78060,166,773,"Black",38.97982,-77.08097
"7795",12335,1656,1063,"Black",38.83486,-77.06748
"7796",39049,849,1041,"Black",38.91333,-77.06851
"7797",84975,1122,1540,"Black",38.88675,-77.04527
"7798",52927,1330,1380,"Black",38.8666,-77.05272
"7799",78371,1718,901,"Black",38.8288397889418,-77.07500759872
"7800",82125,961,1057,"Black",38.90251,-77.06777
"7801",77929,448,833,"Black",38.95239,-77.0782
"7802",64871,852,774,"Black",38.91308,-77.08091
"7803",26850,1212,1262,"Black",38.87805,-77.05821
"7804",18894,737,987,"Black",38.9243,-77.07102
"7805",81747,1494,1153,"Black",38.85057,-77.06329
"7806",54683,153,684,"Black",38.981126412453,-77.0851123163661
"7807",32797,1183,1426,"Black",38.88083,-77.05061
"7808",20623,1521,1104,"Black",38.84795,-77.06558
"7809",85448,1541,1143,"Black",38.8460712589081,-77.0637640949961
"7810",16248,1345,1348,"Black",38.86508,-77.05424
"7811",14140,942,1073,"Black",38.90433,-77.06703
"7812",60614,1522,1199,"Black",38.84792,-77.06115
"7813",86808,403,959,"Black",38.9567890223605,-77.0723366089894
"7814",12263,162,755,"Black",38.98025,-77.08182
"7815",16422,472,966,"Black",38.9500190463937,-77.0720024433361
"7816",50239,1525,924,"Black",38.84757,-77.07394
"7817",74751,1689,1036,"Black",38.83166,-77.06873
"7818",65766,825,883,"Black",38.9156528024987,-77.075874438826
"7819",57445,1469,1127,"Black",38.85308,-77.06452
"7820",36414,957,985,"Black",38.90282,-77.07109
"7821",10822,1079,1393,"Black",38.89101,-77.05212
"7822",37725,965,1033,"Black",38.90208,-77.0689
"7823",27224,1056,1388,"Black",38.89327,-77.05236
"7824",15213,559,677,"Black",38.94156,-77.08542
"7825",24429,1389,959,"Black",38.86081,-77.0723
"7826",29100,979,1536,"Black",38.90069,-77.04546
"7827",72209,1386,961,"Black",38.86113,-77.07221
"7828",73458,857,1051,"Black",38.91256,-77.06803
"7829",43480,1246,856,"Black",38.87469,-77.07713
"7830",53132,1475,1154,"Black",38.85246,-77.06324
"7831",79533,944,1481,"Black",38.9040820319299,-77.0480342061708
"7832",84976,1391,1159,"Black",38.86059,-77.06301
"7833",40300,329,726,"Black",38.96399,-77.08318
"7834",58241,1262,1180,"Black",38.8732064011712,-77.0620517009053
"7835",29048,1057,1646,"Black",38.89312,-77.04037
"7836",47917,239,740,"Black",38.97271,-77.08253
"7837",45602,1589,1035,"Black",38.84136,-77.06881
"7838",11708,905,823,"Black",38.90788,-77.07867
"7839",57464,589,1052,"Black",38.93865,-77.06798
"7840",62081,1520,1177,"Black",38.8481039249553,-77.0621565729336
"7841",79518,1497,1217,"Black",38.85029,-77.06034
"7842",62208,1080,1263,"Black",38.89091,-77.05819
"7843",31273,1324,1162,"Black",38.86719,-77.06286
"7844",17862,1651,1054,"Black",38.83534,-77.06791
"7845",37036,393,892,"Black",38.9576841350586,-77.0754417606879
"7846",16596,640,1217,"Black",38.93375,-77.06031
"7847",77745,1523,1202,"Black",38.8478357219058,-77.0610190108794
"7848",20582,976,1353,"Black",38.90106,-77.05399
"7849",14290,1130,1468,"Black",38.88605,-77.04865
"7850",72416,343,772,"Black",38.96259,-77.08101
"7851",53809,692,1074,"Black",38.92867,-77.06698
"7852",51289,1617,963,"Black",38.83865,-77.07213
"7853",74844,908,813,"Black",38.90759,-77.07912
"7854",48891,689,682,"Black",38.92894,-77.08519
"7855",47895,1177,1041,"Black",38.88144,-77.06851
"7856",66808,916,774,"Black",38.90689,-77.08093
"7857",57985,1039,1436,"Black",38.89491,-77.05014
"7858",65980,923,969,"Black",38.9062,-77.07186
"7859",11944,729,831,"Black",38.92501,-77.07827
"7860",65369,785,766,"Black",38.9196,-77.08131
"7861",49677,1069,1328,"Black",38.89196,-77.05515
"7862",75555,320,764,"Black",38.96486,-77.08137
"7863",56555,1506,1146,"Black",38.84942,-77.06362
"7864",41319,1369,1257,"Black",38.8628171728103,-77.0584390883263
"7865",21381,1337,1362,"Black",38.86584,-77.05358
"7866",83536,572,798,"Black",38.94033,-77.0798
"7867",66729,924,1029,"Black",38.90603,-77.06908
"7868",14409,512,992,"Black",38.9461605243073,-77.0707805646018
"7869",25623,1206,1488,"Black",38.8786,-77.0477
"7870",47911,1338,1190,"Black",38.86576,-77.0616
"7871",29575,1123,1433,"Black",38.88667,-77.05026
"7872",42512,1678,887,"Black",38.83274,-77.07568
"7873",39840,862,1073,"Black",38.9121398135777,-77.0670056139409
"7874",47232,1104,1107,"Black",38.88854,-77.06543
"7875",81892,384,833,"Black",38.95862,-77.07819
"7876",24148,743,1070,"Black",38.9236313913678,-77.0671433695858
"7877",79679,266,780,"Black",38.97007,-77.08064
"7878",47500,1598,950,"Black",38.84051,-77.07274
"7879",73620,1161,1127,"Black",38.88302,-77.06451
"7880",36814,1329,1135,"Black",38.86669,-77.06414
"7881",62052,1368,1047,"Black",38.86289,-77.06821
"7882",45916,772,873,"Black",38.9209,-77.07634
"7883",10114,958,1492,"Black",38.90275,-77.04751
"7884",68304,592,695,"Black",38.93836,-77.08462
"7885",33904,228,511,"Black",38.97383,-77.09317
"7886",29017,1019,1593,"Black",38.89679,-77.04281
"7887",36101,1545,1182,"Black",38.8456755452637,-77.0619379149241
"7888",40117,704,1107,"Black",38.92752,-77.06541
"7889",53516,1063,1557,"Black",38.89254,-77.04451
"7890",20798,1437,1183,"Black",38.8562,-77.0619
"7891",68560,722,1202,"Black",38.92575,-77.061
"7892",52520,971,1022,"Black",38.90152,-77.06938
"7893",41731,1012,1190,"Black",38.89748,-77.06157
"7894",27896,964,1158,"Black",38.9022049737438,-77.0630542205628
"7895",47027,1104,1466,"Black",38.88851,-77.04875
"7896",40262,500,1012,"Black",38.94733,-77.06986
"7897",26260,730,644,"Black",38.9249730942716,-77.0869682567896
"7898",38398,571,751,"Black",38.94039,-77.08199
"7899",38692,425,812,"Black",38.95462,-77.07915
"7900",79902,920,1340,"Black",38.9064639387515,-77.054617355672
"7901",48107,1140,1278,"Black",38.88502,-77.05746
"7902",22768,921,1327,"Black",38.90634,-77.05521
"7903",47747,1333,1376,"Black",38.86623,-77.05293
"7904",37195,1596,1025,"Black",38.840710217369,-77.0692322339017
"7905",11483,756,1290,"Black",38.92245,-77.05693
"7906",87296,757,824,"Black",38.9223008773979,-77.0785962978875
"7907",84241,315,775,"Black",38.96527,-77.08088
"7908",83041,1374,1085,"Black",38.86224,-77.06646
"7909",21030,1172,786,"Black",38.88196,-77.08038
"7910",80013,1139,1257,"Black",38.88515,-77.05846
"7911",40396,1583,922,"Black",38.84199,-77.07404
"7912",81128,1318,1120,"Black",38.86776,-77.06483
"7913",70637,288,878,"Black",38.96793,-77.07609
"7914",43864,692,1124,"Black",38.9286,-77.06465
"7915",38631,412,966,"Black",38.95592,-77.07198
"7916",76432,847,932,"Black",38.91356,-77.07358
"7917",72749,1416,1036,"Black",38.85824,-77.06875
"7918",40357,292,753,"Black",38.96758,-77.08191
"7919",25753,1346,1350,"Black",38.86498,-77.05412
"7920",74424,1454,1017,"Black",38.8545,-77.06962
"7921",76160,1626,907,"Black",38.83776,-77.07473
"7922",83475,1722,979,"Black",38.82843,-77.07139
"7923",23331,766,812,"Black",38.92139,-77.07918
"7924",33321,203,755,"Black",38.97623,-77.08179
"7925",53594,925,1338,"Black",38.90599,-77.05468
"7926",56834,1401,963,"Black",38.85965,-77.07215
"7927",27028,700,1035,"Black",38.9279,-77.0688
"7928",60324,1110,1531,"Black",38.8879744145777,-77.0457100659516
"7929",11795,333,667,"Black",38.96357,-77.0859
"7930",40799,1073,1277,"Black",38.89152,-77.0575
"7931",48559,427,881,"Black",38.9544,-77.07596
"7932",22319,900,1075,"Black",38.90845,-77.06692
"7933",20265,1191,1143,"Black",38.88006,-77.06377
"7934",87534,304,775,"Black",38.96636,-77.08088
"7935",51151,751,1080,"Black",38.9229055718073,-77.0666773041409
"7936",19109,1381,1070,"Black",38.86164,-77.06716
"7937",12839,1685,1024,"Black",38.8319957297969,-77.0692790132474
"7938",35714,1283,1124,"Black",38.87119,-77.06465
"7939",72186,939,941,"Black",38.90465,-77.07315
"7940",29553,998,1123,"Black",38.89889,-77.06471
"7941",75134,1331,1126,"Black",38.86649,-77.06456
"7942",85267,1315,1062,"Black",38.8679967105788,-77.0675433303855
"7943",35287,1445,1252,"Black",38.8554152326716,-77.0586690970948
"7944",65219,1329,1080,"Black",38.86662,-77.0667
"7945",56007,916,1026,"Black",38.90687,-77.0692
"7946",41813,768,920,"Black",38.92122,-77.07416
"7947",61235,1131,1301,"Black",38.88597,-77.05643
"7948",25565,451,784,"Black",38.95205,-77.08049
"7949",65076,1340,1153,"Black",38.86559,-77.06327
"7950",53204,422,831,"Black",38.9549055212456,-77.078267174788
"7951",61255,967,994,"Black",38.90186,-77.07071
"7952",56535,856,1429,"Black",38.91273,-77.05047
"7953",27134,528,1107,"Black",38.94461,-77.06543
"7954",47126,943,877,"Black",38.90425,-77.07612
"7955",70955,1710,974,"Black",38.8295466462624,-77.0716404306295
"7956",82797,1387,1071,"Black",38.86106,-77.06711
"7957",44202,1414,1022,"Black",38.85835,-77.06938
"7958",23679,272,865,"Black",38.96948,-77.07669
"7959",27171,1870,804,"Black",38.81407,-77.07954
"7960",71724,922,862,"Black",38.90628,-77.07686
"7961",74996,1310,1062,"Black",38.86851,-77.06752
"7962",50811,777,762,"Black",38.92034,-77.08151
"7963",43614,1698,961,"Black",38.83072,-77.07223
"7964",62768,1048,1642,"Black",38.89397,-77.04057
"7965",73430,263,725,"Black",38.970422376558,-77.0831992312916
"7966",50724,375,792,"Black",38.95944,-77.08008
"7967",70037,1052,1417,"Black",38.89357,-77.05103
"7968",15310,779,1087,"Black",38.9201724150211,-77.0663637210024
"7969",73700,662,1120,"Black",38.93152,-77.06485
"7970",21068,984,1147,"Black",38.9002,-77.06357
"7971",11178,1061,1604,"Black",38.89278,-77.0423
"7972",56655,770,745,"Black",38.9210455456238,-77.0822722550207
"7973",35085,910,1343,"Black",38.90746,-77.05446
"7974",14638,1730,948,"Black",38.82762,-77.07282
"7975",70976,1226,1209,"Black",38.87665,-77.0607
"7976",78623,770,169,"Black",38.92102,-77.10908
"7977",89432,957,996,"Black",38.90283,-77.07059
"7978",34171,849,615,"Black",38.91338,-77.08832
"7979",70422,1028,1176,"Black",38.89598,-77.06223
"7980",33311,813,905,"Black",38.91685,-77.07484
"7981",38138,1245,821,"Black",38.87484,-77.07876
"7982",50587,1577,955,"Black",38.84256,-77.07252
"7983",88731,1121,1351,"Black",38.8869,-77.0541
"7984",63121,1548,1135,"Black",38.8453797713947,-77.0641163588226
"7985",54243,1046,1563,"Black",38.8942123324919,-77.0442163222281
"7986",67301,1571,1028,"Black",38.843123113826,-77.0691122734717
"7987",57064,1047,1309,"Black",38.89414,-77.05602
"7988",11094,513,972,"Black",38.94605,-77.07171
"7989",41083,989,1124,"Black",38.8997,-77.06464
"7990",57574,1461,1061,"Black",38.85381,-77.06757
"7991",80807,1596,996,"Black",38.84066,-77.07062
"7992",22098,1315,1122,"Black",38.86805,-77.06475
"7993",37987,676,694,"Black",38.93016,-77.08466
"7994",24955,997,1120,"Black",38.89892,-77.06485
"7995",58411,1077,1260,"Black",38.89117,-77.05833
"7996",23898,963,1127,"Black",38.90227,-77.06451
"7997",86013,1565,989,"Black",38.84366,-77.07091
"7998",21813,1408,1166,"Black",38.85895,-77.06268
"7999",65666,753,882,"Black",38.9227316188497,-77.0758925302779
"8000",59604,1275,1147,"Black",38.87187,-77.06356
"8001",41903,1562,1010,"Black",38.84398,-77.06995
"8002",62889,1111,1520,"Black",38.88791,-77.04622
"8003",83893,1086,1391,"Black",38.89026,-77.05221
"8004",16620,823,745,"Black",38.91593,-77.08229
"8005",30897,1178,1536,"Black",38.88134,-77.04547
"8006",64836,667,749,"Black",38.9310470613454,-77.0820751109749
"8007",37790,1382,1346,"Black",38.86149,-77.0543
"8008",82350,1062,1443,"Black",38.89262,-77.04979
"8009",33838,1682,939,"Black",38.83232,-77.07326
"8010",46059,754,1153,"Black",38.92257,-77.0633
"8011",73560,1339,1177,"Black",38.86574,-77.06218
"8012",56512,1429,1159,"Black",38.8569294553808,-77.0629979851846
"8013",16868,781,322,"Black",38.92001,-77.10198
"8014",30895,1344,1088,"Black",38.86522,-77.06631
"8015",84646,1530,1177,"Black",38.84715,-77.06217
"8016",47683,1751,856,"Black",38.82562,-77.07712
"8017",53341,411,974,"Black",38.95595,-77.07162
"8018",59302,1296,1144,"Black",38.86988,-77.06372
"8019",89807,1794,880,"Black",38.82142,-77.07598
"8020",81543,986,1139,"Black",38.90004,-77.06394
"8021",81558,1727,958,"Black",38.8279805464492,-77.0723594148246
"8022",78938,1709,971,"Black",38.8297178851863,-77.0717422304724
"8023",20258,275,890,"Black",38.96924,-77.07554
"8024",76816,1580,922,"Black",38.8422,-77.07403
"8025",83512,1157,1263,"Black",38.88343,-77.05817
"8026",32509,366,858,"Black",38.96034,-77.07703
"8027",14574,525,1109,"Black",38.94492,-77.06534
"8028",50260,1718,888,"Black",38.82886,-77.07563
"8029",51943,617,769,"Black",38.93591,-77.08116
"8030",65774,1268,798,"Black",38.8725970359781,-77.0798338670633
"8031",88559,416,1013,"Black",38.9554631214375,-77.0698001082259
"8032",82290,1142,1274,"Black",38.88484,-77.05766
"8033",17602,937,1093,"Black",38.90482,-77.06609
"8034",27686,753,1049,"Black",38.92272,-77.06814
"8035",88517,821,939,"Black",38.9161348931862,-77.0732674752521
"8036",31053,1525,1103,"Black",38.84764,-77.06562
"8037",67063,700,1261,"Black",38.92791,-77.05829
"8038",75005,1674,1029,"Black",38.83314,-77.06907
"8039",81940,1262,844,"Black",38.87321,-77.07769
"8040",13796,1389,1027,"Black",38.860856769454,-77.0691520353902
"8041",49709,981,1581,"Black",38.90054,-77.04337
"8042",64263,1025,1605,"Black",38.89628,-77.04228
"8043",15759,1559,1146,"Black",38.84426,-77.06361
"8044",78366,712,1019,"Black",38.92674,-77.06952
"8045",38378,760,641,"Black",38.92201,-77.08709
"8046",33897,291,668,"Black",38.96768,-77.08585
"8047",43334,932,1354,"Black",38.9053068101477,-77.0539490379873
"8048",45169,1331,1378,"Black",38.86647,-77.05281
"8049",28743,451,987,"Black",38.95212,-77.07101
"8050",75421,1034,1605,"Black",38.89541,-77.04225
"8051",64513,875,344,"Black",38.91087,-77.10095
"8052",44498,805,913,"Black",38.91765,-77.07446
"8053",69259,759,1080,"Black",38.92213,-77.06668
"8054",79689,753,1044,"Black",38.92268,-77.06839
"8055",50035,1504,1031,"Black",38.84967,-77.06899
"8056",75494,821,834,"Black",38.91607,-77.07813
"8057",88368,865,1038,"Black",38.91185,-77.06862
"8058",58618,934,1132,"Black",38.90509,-77.06426
"8059",21491,1385,1069,"Black",38.86122,-77.06719
"8060",50013,1597,1060,"Black",38.84057,-77.06761
"8061",67057,948,1089,"Black",38.9037,-77.06629
"8062",72777,826,915,"Black",38.91559,-77.07438
"8063",60543,1284,1101,"Black",38.87103,-77.0657
"8064",35865,1206,833,"Black",38.87862,-77.07817
"8065",80030,1779,953,"Black",38.82291,-77.07259
"8066",74086,503,1001,"Black",38.9469798316718,-77.0703623727362
"8067",25381,1081,1308,"Black",38.8908,-77.05609
"8068",56084,975,1565,"Black",38.90109,-77.04411
"8069",86727,1788,884,"Black",38.82203,-77.0758
"8070",55441,1245,1259,"Black",38.8748718722017,-77.0583574262886
"8071",77763,865,843,"Black",38.91184,-77.07771
"8072",83244,944,1110,"Black",38.90413,-77.0653
"8073",44708,933,1031,"Black",38.90518,-77.06897
"8074",65539,1153,1339,"Black",38.8837452497172,-77.0546564500722
"8075",78658,1679,875,"Black",38.83259,-77.07625
"8076",29567,561,779,"Black",38.94143,-77.08072
"8077",18873,833,1068,"Black",38.91492,-77.06725
"8078",67383,1724,872,"Black",38.8282261099371,-77.0763913446084
"8079",27931,970,1143,"Black",38.90163,-77.06378
"8080",25701,1150,1442,"Black",38.88406,-77.04984
"8081",75516,1525,1158,"Black",38.84762,-77.06307
"8082",29703,760,1058,"Black",38.92198,-77.0677
"8083",21541,1366,1043,"Black",38.86304,-77.06843
"8084",21164,930,1158,"Black",38.9054820004576,-77.0630490860651
"8085",13680,1541,930,"Black",38.84604,-77.07365
"8086",20008,98,716,"Black",38.98644,-77.08363
"8087",59497,1090,1515,"Black",38.88993,-77.04646
"8088",34693,1306,1375,"Black",38.8689,-77.05296
"8089",45610,1661,1030,"Black",38.83432,-77.06904
"8090",72773,1071,1561,"Black",38.89173,-77.0443
"8091",28954,1314,1216,"Black",38.86815,-77.06035
"8092",74376,1330,1377,"Black",38.86652,-77.05287
"8093",60391,1797,874,"Black",38.82116,-77.07627
"8094",59482,648,1025,"Black",38.93291,-77.06927
"8095",62961,1412,961,"Black",38.85855,-77.07224
"8096",47353,1602,998,"Black",38.84013,-77.07052
"8097",30609,1376,1084,"Black",38.86211,-77.06651
"8098",81758,463,1065,"Black",38.95094,-77.06738
"8099",56310,1067,1658,"Black",38.89215,-77.03978
"8100",39737,1520,1197,"Black",38.84804,-77.06124
"8101",74476,926,1065,"Black",38.90585,-77.06739
"8102",78066,683,1239,"Black",38.92953,-77.05931
"8103",52783,1051,1571,"Black",38.89368,-77.04385
"8104",52127,1751,891,"Black",38.82559,-77.07549
"8105",87315,781,849,"Black",38.9199987653391,-77.0774219490045
"8106",72874,760,1123,"Black",38.92207,-77.06471
"8107",74785,551,774,"Black",38.94238,-77.08093
"8108",47023,957,1509,"Black",38.90288,-77.04672
"8109",12753,634,1124,"Black",38.9343025562942,-77.0646678193636
"8110",17200,542,933,"Black",38.9432538381001,-77.0735298634214
"8111",86483,941,1108,"Black",38.90445,-77.06538
"8112",24122,842,1412,"Black",38.9140182203417,-77.0512366929738
"8113",89244,1516,913,"Black",38.84843,-77.07448
"8114",87099,1294,1432,"Black",38.87005,-77.05032
"8115",65679,956,1099,"Black",38.90296,-77.06581
"8116",15175,361,818,"Black",38.9608,-77.07886
"8117",34031,508,997,"Black",38.94653,-77.07056
"8118",14082,962,851,"Black",38.9023358271786,-77.0773678088218
"8119",40271,989,1136,"Black",38.89975,-77.0641
"8120",71816,1116,1040,"Black",38.8873994353093,-77.06856595534
"8121",26518,1197,1404,"Black",38.87948,-77.05161
"8122",52319,910,1340,"Black",38.90746,-77.0546
"8123",25694,957,1033,"Black",38.9029,-77.06887
"8124",65123,1341,1125,"Black",38.86554,-77.06459
"8125",48180,969,1049,"Black",38.90165,-77.06814
"8126",60487,471,821,"Black",38.9501,-77.07875
"8127",61871,794,842,"Black",38.9187529514095,-77.0777619570333
"8128",70939,1137,1306,"Black",38.88537,-77.05617
"8129",40837,972,1176,"Black",38.9014343716321,-77.062235703376
"8130",61300,1348,1168,"Black",38.86484,-77.06261
"8131",16479,897,830,"Black",38.90871,-77.0783
"8132",64582,1423,1210,"Black",38.8574711777993,-77.0606362935222
"8133",71297,399,788,"Black",38.9571785685867,-77.0802613852016
"8134",73578,1541,914,"Black",38.846,-77.07443
"8135",18781,656,1182,"Black",38.93211,-77.06195
"8136",69433,1132,1570,"Black",38.88585,-77.04388
"8137",27775,590,696,"Black",38.9385384401193,-77.0845742587402
"8138",69597,1680,1043,"Black",38.83252,-77.06842
"8139",77584,1374,1046,"Black",38.86229,-77.06827
"8140",49098,353,719,"Black",38.9616,-77.08351
"8141",49024,534,996,"Black",38.94404,-77.07061
"8142",53953,140,744,"Black",38.98239,-77.08232
"8143",86798,1416,1203,"Black",38.8582100733695,-77.0609505377966
"8144",12192,924,1460,"Black",38.90609,-77.049
"8145",67017,1655,914,"Black",38.83492,-77.07444
"8146",84600,1536,1085,"Black",38.8465195575682,-77.0664475802336
"8147",78192,918,1424,"Black",38.9066264870017,-77.0506708610762
"8148",85072,1444,1205,"Black",38.85545,-77.06089
"8149",23453,929,1099,"Black",38.9055398840976,-77.0658125558278
"8150",10358,804,830,"Black",38.9177358442033,-77.0783345429411
"8151",44351,944,947,"Black",38.90412,-77.0729
"8152",14388,1381,1322,"Black",38.8616450341329,-77.0554533035006
"8153",67656,1562,949,"Black",38.84401,-77.07277
"8154",19753,1559,1160,"Black",38.84425,-77.06297
"8155",71475,1013,1421,"Black",38.89737,-77.05083
"8156",21749,1273,855,"Black",38.87211,-77.07716
"8157",20102,1532,1176,"Black",38.84687,-77.06224
"8158",65865,1084,1437,"Black",38.89054,-77.05009
"8159",22260,972,817,"Black",38.90143,-77.07893
"8160",67266,1441,1159,"Black",38.8557206706095,-77.0630060113315
"8161",76126,1531,1106,"Black",38.84705,-77.06549
"8162",66647,809,919,"Black",38.91725,-77.07419
"8163",22913,732,643,"Black",38.92475,-77.08701
"8164",33862,1500,1224,"Black",38.85006,-77.05999
"8165",84886,1255,846,"Black",38.87383,-77.07757
"8166",66107,437,1043,"Black",38.95348,-77.06842
"8167",22329,1555,963,"Black",38.84472,-77.07213
"8168",61590,1051,1661,"Black",38.89375,-77.03967
"8169",50954,666,1115,"Black",38.93118,-77.06507
"8170",81266,1552,1114,"Black",38.84497,-77.0651
"8171",50674,1295,1374,"Black",38.8700030119606,-77.0530140362653
"8172",83281,1737,939,"Black",38.827,-77.07324
"8173",87507,1550,1166,"Black",38.8452,-77.0627
"8174",11641,1096,1471,"Black",38.8892999850866,-77.0484880730602
"8175",74091,1188,1234,"Black",38.88037,-77.05955
"8176",18526,991,1554,"Black",38.89951,-77.04463
"8177",88134,769,742,"Black",38.92113,-77.08241
"8178",77419,791,761,"Black",38.91905,-77.08151
"8179",13087,376,783,"Black",38.95935,-77.08051
"8180",44460,629,689,"Black",38.93475,-77.08488
"8181",10165,1315,1158,"Black",38.8680016521844,-77.0630822084017
"8182",81965,633,1149,"Black",38.93436,-77.06348
"8183",44954,1071,1404,"Black",38.89173,-77.05162
"8184",69357,1738,984,"Black",38.82683,-77.07115
"8185",86871,1075,1431,"Black",38.89136,-77.05038
"8186",80956,1115,1602,"Black",38.8874865818599,-77.042405797917
"8187",40289,939,793,"Black",38.90464,-77.08005
"8188",64441,296,761,"Black",38.96716,-77.08151
"8189",15995,897,830,"Black",38.90871,-77.07832
"8190",58312,1192,1103,"Black",38.87995,-77.06561
"8191",36958,861,1434,"Black",38.9122422512119,-77.050218056431
"8192",79118,1380,1004,"Black",38.86167,-77.07022
"8193",38174,1696,908,"Black",38.83096,-77.07472
"8194",49698,1520,929,"Black",38.84812,-77.07374
"8195",13989,478,964,"Black",38.94946,-77.07209
"8196",51459,729,854,"Black",38.92503,-77.07719
"8197",69817,1062,1326,"Black",38.89262,-77.05525
"8198",23642,566,1134,"Black",38.94091,-77.06418
"8199",51534,859,1441,"Black",38.91242,-77.04992
"8200",13900,1104,1075,"Black",38.88854,-77.06693
"8201",67064,965,1158,"Black",38.90207,-77.06306
"8202",43474,1194,1092,"Black",38.87981,-77.06614
"8203",33197,489,635,"Black",38.9484,-77.0874
"8204",45997,1529,1175,"Black",38.84723,-77.06225
"8205",19897,835,842,"Black",38.91471,-77.07777
"8206",64774,753,881,"Black",38.92268,-77.07594
"8207",27972,1661,932,"Black",38.83436,-77.07356
"8208",20226,746,1061,"Black",38.92337,-77.06759
"8209",51316,383,887,"Black",38.95868,-77.07565
"8210",89766,1414,1067,"Black",38.85844,-77.06729
"8211",56015,655,1148,"Black",38.93225,-77.06353
"8212",26198,977,1032,"Black",38.90091,-77.06891
"8213",38728,369,857,"Black",38.96007,-77.07706
"8214",56546,1768,873,"Black",38.824,-77.07632
"8215",80639,1268,842,"Black",38.8725808487685,-77.0777509546922
"8216",52167,1452,1121,"Black",38.85469,-77.06477
"8217",12095,1103,1317,"Black",38.88869,-77.05565
"8218",49354,931,866,"Black",38.90535,-77.07665
"8219",46256,397,976,"Black",38.95734,-77.07155
"8220",23761,1431,1152,"Black",38.85678,-77.06334
"8221",20152,525,736,"Black",38.94485,-77.08268
"8222",33634,1177,1523,"Black",38.8815,-77.04609
"8223",41416,896,791,"Black",38.90878,-77.08012
"8224",33179,245,690,"Black",38.97215,-77.08482
"8225",74018,748,924,"Black",38.92322,-77.07397
"8226",39163,1230,821,"Black",38.87627,-77.07873
"8227",86104,759,1051,"Black",38.9221624451734,-77.0680570745295
"8228",23141,934,1155,"Black",38.90505,-77.06318
"8229",17558,603,1034,"Black",38.93732,-77.06884
"8230",62652,430,819,"Black",38.95417,-77.07884
"8231",11323,1146,1569,"Black",38.88449,-77.04396
"8232",80856,1063,1275,"Black",38.89259,-77.05761
"8233",54963,834,1210,"Black",38.91487,-77.06064
"8234",17855,751,809,"Black",38.9229,-77.07931
"8235",41549,746,1149,"Black",38.9234102787654,-77.0634741391677
"8236",40767,303,753,"Black",38.966518700458,-77.0819036995889
"8237",53677,639,784,"Black",38.9337786781233,-77.0804453029669
"8238",77718,952,1451,"Black",38.90339,-77.04941
"8239",71403,1091,1449,"Black",38.889826546516,-77.0495284946338
"8240",57210,1322,1176,"Black",38.86731,-77.06222
"8241",71346,467,998,"Black",38.95056,-77.07051
"8242",27764,294,503,"Black",38.96737,-77.09353
"8243",88690,742,1057,"Black",38.9238150003488,-77.0677414718411
"8244",45259,1012,1089,"Black",38.89752,-77.06626
"8245",75266,281,708,"Black",38.96864,-77.08399
"8246",44607,773,1071,"Black",38.92072,-77.0671
"8247",47579,1752,956,"Black",38.82552,-77.07246
"8248",44664,1023,1136,"Black",38.89643,-77.06409
"8249",60121,1260,1243,"Black",38.87339,-77.05911
"8250",47808,1316,1191,"Black",38.86791,-77.06152
"8251",53599,798,832,"Black",38.91837,-77.07825
"8252",41469,802,915,"Black",38.91795,-77.07437
"8253",13343,1308,1075,"Black",38.86873,-77.06695
"8254",45272,941,1365,"Black",38.90439,-77.05342
"8255",55389,1212,1030,"Black",38.8779988404196,-77.0690242476274
"8256",74637,1417,1095,"Black",38.85809,-77.06601
"8257",85462,1204,1484,"Black",38.87884,-77.0479
"8258",72898,1406,1070,"Black",38.85916,-77.06716
"8259",28321,1179,1534,"Black",38.8813,-77.04557
"8260",13131,1361,1361,"Black",38.86357,-77.05363
"8261",38133,764,749,"Black",38.92163,-77.08208
"8262",50881,911,1048,"Black",38.9072967258768,-77.0681886497411
"8263",49216,1762,863,"Black",38.82454,-77.07678
"8264",71579,1173,1138,"Black",38.88186,-77.06399
"8265",57721,1739,861,"Black",38.8268,-77.07688
"8266",21131,1125,1395,"Black",38.8865,-77.05204
"8267",46983,497,1101,"Black",38.94759,-77.06573
"8268",79848,1239,1228,"Black",38.87539,-77.05981
"8269",89982,1256,1223,"Black",38.87378,-77.06005
"8270",15496,593,756,"Black",38.9382966601957,-77.0817836074569
"8271",59653,1750,953,"Black",38.82575,-77.0726
"8272",41686,1722,966,"Black",38.82844,-77.072
"8273",87839,409,722,"Black",38.95615,-77.08336
"8274",37332,848,763,"Black",38.91346,-77.08145
