yPos,xPos,race,lat,lon,age
1310,1205,Black,38.8685,-77.06086,60
308,777,Black,38.9659534204736,-77.0807800203576,83
1537,1023,Black,38.8464,-77.06933,68
350,791,Black,38.96189,-77.08012,53
1370,1085,Black,38.8627,-77.06647,74
960,1517,Black,38.9025777406707,-77.0463537007878,58
1597,948,Black,38.84058,-77.07285,71
1026,1176,Black,38.8961191742959,-77.0622088373811,61
1153,1281,Black,38.8838,-77.05733,57
930,1051,Black,38.90548,-77.06806,50
1666,1035,Black,38.8338372361538,-77.0687882826358,62
1127,1589,Black,38.88634,-77.04301,64
1407,1175,Black,38.85908,-77.06226,54
968,995,Black,38.90183,-77.07064,67
944,857,Black,38.90413,-77.07709,71
466,884,Black,38.95066,-77.07581,54
1115,1042,Black,38.88744,-77.06847,70
400,955,Black,38.95706,-77.07251,69
1205,1513,Black,38.87874,-77.04654,67
1066,1267,Black,38.89229,-77.05798,66
1421,1166,Black,38.8577,-77.0627,58
1519,1159,Black,38.84815,-77.06302,70
525,860,Black,38.94489,-77.07694,63
1765,965,Black,38.8242438772626,-77.0720435280936,63
1455,1163,Black,38.85439,-77.06284,67
693,1162,Black,38.9285827718039,-77.0628771982593,56
1491,1207,Black,38.8509,-77.06079,58
601,658,Black,38.93751,-77.08633,64
1517,924,Black,38.84837,-77.07396,74
945,1133,Black,38.90401,-77.06423,60
735,1247,Black,38.92447,-77.05892,70
1551,1167,Black,38.84506,-77.06264,79
571,689,Black,38.94041,-77.08486,61
1150,1459,Black,38.88403,-77.04908,63
1773,873,Black,38.82349,-77.07632,69
130,652,Black,38.98334,-77.08658,53
465,794,Black,38.95074,-77.07999,80
576,1042,Black,38.9399,-77.06847,52
850,1379,Black,38.9132866631942,-77.0527806431481,67
499,888,Black,38.94741,-77.0756,64
381,381,Black,38.95886,-77.0992,73
1131,1274,Black,38.88593,-77.05767,55
854,1057,Black,38.9129009434438,-77.0677761312779,93
847,1150,Black,38.91352,-77.06345,73
834,866,Black,38.91481,-77.07667,42
1120,1163,Black,38.88702,-77.06285,48
1205,1511,Black,38.87875,-77.04663,67
1096,1470,Black,38.8893073347961,-77.0485455631055,67
956,1557,Black,38.9029818208717,-77.0444790913325,60
738,1266,Black,38.92419,-77.05803,66
1155,1340,Black,38.88357,-77.05462,69
1097,1118,Black,38.88927,-77.06491,59
1601,953,Black,38.8402,-77.0726,61
1078,1398,Black,38.89106,-77.05192,47
350,379,Black,38.96186,-77.09932,68
1324,1385,Black,38.86718,-77.05248,22
908,1052,Black,38.90759,-77.068,59
1718,989,Black,38.82883,-77.07091,72
1759,954,Black,38.8248185208376,-77.0725579200974,49
1129,1528,Black,38.8861,-77.04583,70
963,849,Black,38.90223,-77.07745,51
972,1343,Black,38.90135,-77.05446,72
1905,789,Black,38.81065,-77.08021,57
746,941,Black,38.92339,-77.07315,65
454,989,Black,38.95175,-77.07092,70
792,806,Black,38.91892,-77.07945,23
1308,1363,Black,38.868705676976,-77.0535127298902,65
1218,1460,Black,38.8774856747278,-77.0490257357238,64
577,812,Black,38.93985,-77.07916,67
733,953,Black,38.92465,-77.07259,65
835,679,Black,38.9147,-77.08534,80
588,780,Black,38.93873,-77.08065,70
705,970,Black,38.92736,-77.07179,32
1379,1342,Black,38.86184,-77.05449,63
1336,1113,Black,38.86596,-77.06518,62
1345,1120,Black,38.8651,-77.06484,57
947,1556,Black,38.90386,-77.04453,62
1637,910,Black,38.8367005857891,-77.074617425533,63
1623,961,Black,38.8380500485198,-77.0722516899212,63
799,856,Black,38.91819,-77.07713,61
1017,1137,Black,38.8970222385396,-77.0640288444922,70
1414,1232,Black,38.85838,-77.05962,57
1172,1037,Black,38.88198,-77.0687,51
1287,1130,Black,38.87075,-77.06435,51
1785,890,Black,38.82226,-77.07553,59
956,1158,Black,38.90295,-77.06305,72
658,767,Black,38.93191,-77.08124,61
429,724,Black,38.95423,-77.08324,62
1129,1550,Black,38.88613,-77.04484,62
1413,1066,Black,38.85845,-77.06735,62
1072,1087,Black,38.89164,-77.06636,57
464,772,Black,38.95086,-77.08103,62
504,892,Black,38.94689,-77.07544,66
337,806,Black,38.9632,-77.07945,75
754,925,Black,38.92263,-77.07389,73
1033,852,Black,38.8955,-77.07729,53
960,1071,Black,38.90252,-77.06713,68
1223,836,Black,38.87693,-77.07803,71
1562,1126,Black,38.84403,-77.06456,73
508,761,Black,38.94653,-77.08153,61
955,1083,Black,38.9031,-77.06656,76
1465,1052,Black,38.85344,-77.06797,63
1505,910,Black,38.84951,-77.0746,65
328,692,Black,38.96404,-77.08472,57
922,1513,Black,38.90623,-77.04655,62
582,817,Black,38.93936,-77.07894,63
1483,1199,Black,38.85163,-77.06115,71
439,807,Black,38.95325,-77.07939,46
1274,1149,Black,38.87202,-77.06346,80
531,849,Black,38.9443,-77.07743,63
1508,997,Black,38.8492329452233,-77.0705660394728,52
245,714,Black,38.97209,-77.08371,81
751,1046,Black,38.92286,-77.06828,58
1472,1265,Black,38.85272,-77.05808,61
1020,879,Black,38.8967716254702,-77.0760643528376,52
1002,1500,Black,38.89853,-77.04713,59
1431,1196,Black,38.85675,-77.06131,64
945,1161,Black,38.90405,-77.06292,27
923,1140,Black,38.90618,-77.06391,66
712,1019,Black,38.92668,-77.06954,63
1703,867,Black,38.8303,-77.07661,67
346,719,Black,38.96235,-77.08347,66
1754,897,Black,38.82533,-77.0752,61
365,862,Black,38.96046,-77.07684,57
1543,976,Black,38.84584,-77.07152,68
1051,1135,Black,38.89371,-77.06412,62
1598,1027,Black,38.84046,-77.06916,63
976,1133,Black,38.90098,-77.06421,62
846,1151,Black,38.91369,-77.0634,70
1481,1057,Black,38.85186,-77.06778,68
1105,1613,Black,38.8884400002846,-77.0418838748276,67
1423,1068,Black,38.85752,-77.06726,72
991,1138,Black,38.8995753032095,-77.0640066410426,69
1427,1188,Black,38.85715,-77.06166,63
841,772,Black,38.9141272473694,-77.0810217324063,64
991,1449,Black,38.89955,-77.04954,37
1571,1073,Black,38.8431,-77.067,70
1100,1608,Black,38.88895,-77.04214,62
1599,975,Black,38.84041,-77.07158,60
766,624,Black,38.921398982112,-77.0879032843533,61
1143,1273,Black,38.88479,-77.05773,77
465,739,Black,38.9507,-77.08258,63
1735,923,Black,38.82716,-77.07402,62
1780,882,Black,38.82279,-77.07592,57
649,1081,Black,38.93284,-77.06666,60
1328,1372,Black,38.86672,-77.05311,46
1450,1023,Black,38.85486,-77.06934,67
746,974,Black,38.9233950583745,-77.0716129347201,66
1094,1305,Black,38.88954,-77.05622,63
1085,1097,Black,38.89042,-77.06589,63
1651,929,Black,38.83534,-77.07372,48
590,678,Black,38.93855,-77.08539,70
934,1354,Black,38.90514,-77.05393,66
408,721,Black,38.95631,-77.08341,42
259,757,Black,38.97072,-77.08173,46
936,842,Black,38.90486,-77.07777,61
1765,897,Black,38.82424,-77.07522,69
1044,1288,Black,38.89436,-77.05701,50
1422,1234,Black,38.85765,-77.05954,55
623,1062,Black,38.93533,-77.06755,72
1462,1159,Black,38.85372,-77.06302,65
1022,1081,Black,38.89658,-77.06665,73
1300,1070,Black,38.86946,-77.06716,72
1224,1510,Black,38.87692,-77.04671,61
686,893,Black,38.9292360386488,-77.0754016151117,75
435,846,Black,38.95369,-77.07758,59
1714,997,Black,38.8292275990966,-77.0705594522551,64
1297,1423,Black,38.86981,-77.05075,59
1713,932,Black,38.82928,-77.0736,27
742,1060,Black,38.923792320229,-77.0676144304619,71
519,809,Black,38.94543,-77.0793,72
1014,1517,Black,38.8973294050305,-77.0463642984852,60
1541,1182,Black,38.84602,-77.06195,70
871,1454,Black,38.91125,-77.04927,51
1038,1507,Black,38.894992962871,-77.0468230389656,47
1148,1304,Black,38.88431,-77.05626,72
1015,1150,Black,38.8971865770756,-77.0634524040342,61
963,1505,Black,38.90228,-77.04694,58
1208,1107,Black,38.87847,-77.06543,55
1386,1070,Black,38.86112,-77.06716,64
762,1007,Black,38.9218355566668,-77.070096378967,53
707,1278,Black,38.92723,-77.0575,70
1589,895,Black,38.8413831517025,-77.0752924325703,61
1120,1164,Black,38.88697,-77.06277,56
762,1043,Black,38.92181,-77.0684,53
970,1035,Black,38.90161,-77.06881,57
1438,1212,Black,38.85602,-77.06054,71
268,849,Black,38.9698562396746,-77.0774524277501,66
642,686,Black,38.93351,-77.08501,62
1404,1011,Black,38.85935,-77.06989,69
1306,1183,Black,38.8689,-77.06189,85
473,775,Black,38.94992,-77.08086,67
1134,1521,Black,38.88562,-77.04619,50
811,918,Black,38.91705,-77.07422,65
949,1550,Black,38.90362,-77.04484,67
1063,1543,Black,38.89259,-77.04513,62
1391,1025,Black,38.8606,-77.06923,72
1042,1611,Black,38.89459,-77.04201,61
1489,1115,Black,38.85114,-77.06509,65
1452,1176,Black,38.85469,-77.06224,64
394,775,Black,38.957603824912,-77.0808860528669,70
1011,1518,Black,38.89759,-77.04632,65
533,973,Black,38.94406,-77.07168,66
1296,1422,Black,38.86987,-77.05077,63
552,843,Black,38.94228,-77.0777,67
1267,1464,Black,38.87265,-77.04882,66
753,1250,Black,38.92266,-77.0588,60
1125,1583,Black,38.8865,-77.0433,55
725,764,Black,38.92545,-77.08141,53
773,818,Black,38.92081,-77.07887,40
1176,1435,Black,38.88158,-77.05018,63
1599,937,Black,38.840406219725,-77.0733385791047,66
927,1130,Black,38.90576,-77.06435,68
395,851,Black,38.95753,-77.07734,59
647,1142,Black,38.933030680606,-77.0638159032289,49
358,710,Black,38.96117,-77.08389,65
938,1120,Black,38.90469,-77.06484,68
1611,999,Black,38.83923,-77.07044,63
954,1475,Black,38.90314,-77.04829,62
852,1150,Black,38.91309,-77.06345,93
1800,874,Black,38.82084,-77.07628,69
424,881,Black,38.95475,-77.07596,68
546,1125,Black,38.94285,-77.06458,71
1389,1252,Black,38.86079,-77.05868,62
951,1346,Black,38.90348,-77.05434,68
1253,827,Black,38.87404,-77.07846,60
1684,940,Black,38.83215,-77.07322,73
1454,1200,Black,38.85451,-77.0611,65
1574,945,Black,38.8428038913914,-77.072962371219,73
992,1074,Black,38.89945,-77.06697,62
729,691,Black,38.9250341141794,-77.0847889692595,67
985,1088,Black,38.90015,-77.06633,64
1072,1405,Black,38.89165,-77.05159,47
904,1086,Black,38.90804,-77.0664,62
353,923,Black,38.96159,-77.07397,69
1668,916,Black,38.8337,-77.07433,66
377,968,Black,38.9593,-77.07191,79
1041,1528,Black,38.89466,-77.04587,72
1471,1235,Black,38.85288,-77.0595,53
1222,814,Black,38.87712,-77.07905,54
1577,1079,Black,38.84252,-77.06673,80
966,1535,Black,38.90198,-77.04552,75
364,949,Black,38.96059,-77.07278,67
954,835,Black,38.90315,-77.07811,65
385,986,Black,38.9585384688842,-77.071066026725,73
1555,794,Black,38.8446573079963,-77.0800129327878,39
956,836,Black,38.9029456584765,-77.0780552808328,72
945,1081,Black,38.90398,-77.06664,66
966,1361,Black,38.90202,-77.0536,66
984,963,Black,38.90019,-77.07216,63
1691,1029,Black,38.83145,-77.06905,54
1186,841,Black,38.8806093230312,-77.077828792993,67
714,1042,Black,38.92645,-77.06846,54
1088,1414,Black,38.89012,-77.05116,51
810,766,Black,38.9172073279669,-77.0812933533779,48
1049,1296,Black,38.89387,-77.05665,64
979,1504,Black,38.90074,-77.04695,69
1427,1172,Black,38.857170000000004,-77.0624,56
493,884,Black,38.948,-77.07581,56
834,897,Black,38.91485,-77.07523,58
1595,959,Black,38.84079,-77.07232,65
1225,1260,Black,38.8768019343729,-77.0583254766458,64
351,296,Black,38.96182,-77.10316,67
1550,997,Black,38.845192489562,-77.0705525631752,69
1221,1217,Black,38.8772141392412,-77.0603287686836,69
1608,969,Black,38.83955,-77.07186,74
939,863,Black,38.9045915705106,-77.0768054280476,53
1662,1006,Black,38.83424,-77.07013,63
1442,1172,Black,38.85568,-77.06239,83
1504,1029,Black,38.84965,-77.06909,77
1746,966,Black,38.82604,-77.07198,62
656,664,Black,38.9321358598962,-77.0860516416635,67
1153,1517,Black,38.88375,-77.04638,69
434,778,Black,38.95378,-77.08075,63
538,620,Black,38.94361,-77.08807,65
497,884,Black,38.94765,-77.07583,80
432,1049,Black,38.9538876225932,-77.0681229618777,75
1106,1358,Black,38.88832,-77.05377,52
1695,1014,Black,38.8311,-77.06976,71
1187,1030,Black,38.8804384840864,-77.0690251551258,71
480,892,Black,38.94923,-77.07545,71
1413,1217,Black,38.85847,-77.0603,64
844,825,Black,38.91386,-77.07856,71
982,1157,Black,38.90046,-77.06312,61
281,762,Black,38.9686,-77.0815,69
712,638,Black,38.92668,-77.08724,64
983,961,Black,38.90036,-77.07224,70
1019,1095,Black,38.8968,-77.06598,59
922,1351,Black,38.9062673965009,-77.0540807581597,62
763,1138,Black,38.92176,-77.06397,74
789,907,Black,38.91916,-77.07476,78
1255,856,Black,38.87386,-77.07712,69
1009,1052,Black,38.8977524211154,-77.0679791553961,54
943,1096,Black,38.90418,-77.06596,65
1593,1142,Black,38.84094,-77.06381,60
794,692,Black,38.91873,-77.08476,73
1283,1328,Black,38.87112,-77.05517,63
902,1060,Black,38.9082506687202,-77.0676333868188,71
991,1552,Black,38.89956,-77.04475,64
1141,1392,Black,38.8849255318971,-77.0521809210979,54
259,733,Black,38.97075,-77.08285,69
929,1337,Black,38.90562,-77.05473,51
1472,1047,Black,38.8527314998599,-77.0682300908072,61
791,864,Black,38.91903,-77.07672,50
1538,1127,Black,38.84632,-77.06448,66
1558,1140,Black,38.84439,-77.06388,65
936,1049,Black,38.90494,-77.06812,69
1551,1178,Black,38.84503,-77.06214,67
360,938,Black,38.96099,-77.0733,69
1149,1495,Black,38.88416,-77.0474,63
1141,1097,Black,38.8849131117306,-77.0658787955496,66
989,1491,Black,38.89977,-77.04756,71
828,944,Black,38.9154,-77.07304,62
1535,933,Black,38.84664,-77.07352,65
1095,1578,Black,38.88945,-77.04353,54
936,1143,Black,38.90491,-77.06377,62
1139,1557,Black,38.88513,-77.04451,65
1674,1038,Black,38.83308,-77.06865,69
1069,1331,Black,38.89196,-77.05502,42
1559,1146,Black,38.8443,-77.06363,65
1607,982,Black,38.83963,-77.07127,71
596,1174,Black,38.93795,-77.06231,66
399,702,Black,38.95712,-77.08426,63
500,761,Black,38.947285864311,-77.0815447543702,57
1336,1339,Black,38.866,-77.05464,66
281,881,Black,38.96867,-77.07596,82
1692,969,Black,38.8313,-77.07184,68
329,818,Black,38.96391,-77.0789,64
409,968,Black,38.95618,-77.07191,67
1040,1497,Black,38.8947932793648,-77.0472981604388,79
690,693,Black,38.92885,-77.08469,65
333,667,Black,38.96353,-77.08589,56
1700,945,Black,38.8305544260327,-77.0729629876771,83
374,795,Black,38.95955,-77.07997,72
384,850,Black,38.9586,-77.07741,71
1748,862,Black,38.82594,-77.07682,62
1263,825,Black,38.87309,-77.07855,69
1508,1099,Black,38.84927,-77.06582,72
1211,1476,Black,38.8781227558202,-77.048263037777,69
387,988,Black,38.95834,-77.07099,63
1177,1534,Black,38.8815,-77.04557,68
1043,1078,Black,38.89452,-77.0668,60
702,880,Black,38.92766,-77.076,71
1565,1043,Black,38.84372,-77.06843,61
1366,1170,Black,38.86306,-77.06252,64
1822,866,Black,38.81874,-77.07665,66
1600,1050,Black,38.84034,-77.0681,69
405,828,Black,38.9565315634894,-77.0784267830594,70
1583,1083,Black,38.84193,-77.06654,66
766,1059,Black,38.92145,-77.06767,65
906,1060,Black,38.90781,-77.06765,66
1602,973,Black,38.8401003581924,-77.0716779653703,64
255,746,Black,38.9712,-77.08222,63
1412,1162,Black,38.85861,-77.06289,61
1140,1400,Black,38.88505,-77.05181,62
1767,944,Black,38.8240935187604,-77.073011143089,64
772,744,Black,38.9208806544478,-77.0823279731086,66
1327,1059,Black,38.86689,-77.06766,52
1451,1028,Black,38.8547708466828,-77.0691212719493,48
1572,1070,Black,38.84303,-77.06717,67
552,1172,Black,38.94231,-77.0624,73
990,1166,Black,38.89968,-77.06269,52
466,884,Black,38.95061,-77.07583,59
865,763,Black,38.9117713500819,-77.0814434910034,24
1563,1080,Black,38.84388,-77.06671,52
921,1048,Black,38.90633611963,-77.0681764073208,65
970,694,Black,38.90158,-77.08465,74
914,779,Black,38.90706,-77.08068,62
661,785,Black,38.93167,-77.08043,55
354,953,Black,38.96151,-77.07261,70
429,881,Black,38.9542,-77.07594,67
1634,1029,Black,38.83694,-77.06909,64
1268,1221,Black,38.8725742635219,-77.0601230404096,69
957,1553,Black,38.90281,-77.04471,64
978,1136,Black,38.90081,-77.06407,67
143,744,Black,38.98202,-77.0823,49
310,914,Black,38.96577,-77.07443,72
80,702,Black,38.98816,-77.08428,62
751,924,Black,38.9228972485217,-77.0739275264416,62
771,1105,Black,38.92097,-77.06551,65
1328,1174,Black,38.86677,-77.06234,67
1597,935,Black,38.84054,-77.07343,57
1230,1207,Black,38.8763,-77.06079,71
1299,1203,Black,38.86957,-77.06096,66
660,769,Black,38.93172,-77.08115,61
756,1289,Black,38.92242,-77.05697,61
1669,910,Black,38.83355,-77.07459,65
1237,1288,Black,38.87562,-77.05701,40
786,921,Black,38.9194599113985,-77.0741088142768,71
672,921,Black,38.9306,-77.0741,69
784,748,Black,38.919670000000004,-77.08216,61
850,862,Black,38.9132996153037,-77.0768495241489,61
1500,1192,Black,38.8500325203083,-77.0614617124156,70
1079,1408,Black,38.89101,-77.05143,70
800,761,Black,38.91815,-77.08155,65
1469,1204,Black,38.85309,-77.06091,30
397,699,Black,38.95738,-77.08444,71
1345,1236,Black,38.86511,-77.05944,66
1484,1161,Black,38.851551620483,-77.0629341474293,54
1257,1148,Black,38.87366,-77.06354,68
966,1150,Black,38.90196,-77.06345,72
1150,1473,Black,38.88404,-77.04843,69
1453,1045,Black,38.85458,-77.06831,53
672,1240,Black,38.9305970532739,-77.0592701076599,68
623,787,Black,38.93535,-77.08031,73
614,369,Black,38.93621,-77.09978,72
1588,897,Black,38.84147,-77.07521,70
1768,880,Black,38.82393,-77.07599,62
1147,1517,Black,38.88439,-77.04638,56
953,1487,Black,38.90328,-77.04777,63
1258,832,Black,38.87353,-77.07823,69
923,1539,Black,38.90614,-77.04533,64
1108,1294,Black,38.88816,-77.05675,62
964,1158,Black,38.90216,-77.06304,62
760,848,Black,38.922,-77.07746,69
637,1235,Black,38.93399,-77.05949,74
424,755,Black,38.95469,-77.08183,49
1234,861,Black,38.87588,-77.0769,65
833,888,Black,38.91488,-77.07561,63
1411,1016,Black,38.85872,-77.06968,86
1729,898,Black,38.8277,-77.07517,65
548,1057,Black,38.94266,-77.06775,67
1743,929,Black,38.82641,-77.07371,69
1646,903,Black,38.8358416748761,-77.0749489335186,34
633,1173,Black,38.93434,-77.06238,57
1764,874,Black,38.82436,-77.07626,65
1053,1300,Black,38.8935177010969,-77.0564723643722,67
772,1117,Black,38.92082,-77.06495,77
899,776,Black,38.90852,-77.08084,63
829,906,Black,38.91534,-77.07477,65
1744,993,Black,38.8262629225265,-77.0707512080064,66
868,1461,Black,38.91148,-77.04895,51
247,730,Black,38.97196,-77.08298,72
1177,820,Black,38.8814993520644,-77.0787684541454,58
1581,1063,Black,38.84219,-77.06747,69
877,835,Black,38.9105956224473,-77.0781128789033,68
1013,1032,Black,38.8973802803916,-77.0689265699865,70
515,822,Black,38.94586,-77.07871,73
950,1348,Black,38.9035,-77.05424,66
1702,908,Black,38.83041,-77.07471,63
1175,1126,Black,38.88162,-77.06457,30
1530,1176,Black,38.84706,-77.06223,54
964,954,Black,38.90214,-77.07254,52
899,1514,Black,38.90846,-77.04648,74
977,1377,Black,38.90089,-77.05287,69
1300,1298,Black,38.86948,-77.05654,66
1567,949,Black,38.84349,-77.07277,72
946,856,Black,38.90394,-77.0771,59
1713,928,Black,38.82935,-77.07376,68
1439,1187,Black,38.85593,-77.06173,61
112,594,Black,38.9851,-77.0893,65
1120,1447,Black,38.8869775647095,-77.0496209246353,45
951,1426,Black,38.90347,-77.05061,55
770,941,Black,38.92107,-77.07317,60
1287,1118,Black,38.87071,-77.06492,67
642,1231,Black,38.93354,-77.05968,65
834,766,Black,38.91486,-77.08129,72
1548,1119,Black,38.8453274731168,-77.0648907385661,63
506,1001,Black,38.94678,-77.07036,67
1189,841,Black,38.88026,-77.07781,73
984,1589,Black,38.9002,-77.04303,60
957,1348,Black,38.9028199058541,-77.054212663058,57
1179,811,Black,38.88125,-77.07919,68
752,879,Black,38.92279,-77.07603,57
1710,997,Black,38.82956,-77.07054,62
497,1015,Black,38.94759,-77.0697,57
478,799,Black,38.9494686253435,-77.079752381574,70
1719,934,Black,38.8286947749303,-77.0734703635089,52
695,1217,Black,38.92836,-77.06033,67
904,822,Black,38.90804,-77.07871,59
942,1081,Black,38.90433,-77.06665,43
574,763,Black,38.94015,-77.08143,68
1741,893,Black,38.82658,-77.07538,92
952,1158,Black,38.90332,-77.06308,80
575,1134,Black,38.93999,-77.06416,66
458,1012,Black,38.95143,-77.06985,67
988,1083,Black,38.89986,-77.06655,68
934,1151,Black,38.90511,-77.06337,48
1260,856,Black,38.87338,-77.07711,67
1569,1049,Black,38.84333,-77.06813,47
457,971,Black,38.95151,-77.07176,69
730,1345,Black,38.92492,-77.05437,63
1139,905,Black,38.88512,-77.07485,65
1474,1213,Black,38.85257,-77.06053,59
1540,1149,Black,38.84615,-77.06348,67
1060,1589,Black,38.89285,-77.04299,66
1681,942,Black,38.83239,-77.07309,62
534,893,Black,38.9440394667318,-77.0753838762846,70
1101,1190,Black,38.88885,-77.06158,48
1092,1515,Black,38.88974,-77.04646,72
1014,1410,Black,38.8973249968644,-77.051346309563,66
494,889,Black,38.9479,-77.07557,67
876,1447,Black,38.91069,-77.04962,56
406,967,Black,38.9565,-77.07195,67
754,978,Black,38.9226,-77.07142,57
1158,1257,Black,38.88331,-77.05844,68
945,1159,Black,38.90398,-77.06302,63
1678,1002,Black,38.8327077405085,-77.070326352905,64
1122,1579,Black,38.88678,-77.0435,98
760,1081,Black,38.9219929022403,-77.0666419772722,70
1338,1340,Black,38.86576,-77.05457,62
800,864,Black,38.91812,-77.07675,41
957,1152,Black,38.90285,-77.06334,67
1435,1022,Black,38.85636,-77.0694,62
1185,1521,Black,38.8807,-77.04617,69
948,1355,Black,38.90376,-77.0539,41
1112,1597,Black,38.88776,-77.04262,41
1338,1105,Black,38.86583,-77.06553,68
1160,1459,Black,38.88308,-77.04904,70
977,1156,Black,38.90095,-77.06317,72
1346,1124,Black,38.86503,-77.06464,78
1327,1367,Black,38.8668532833174,-77.0533366246253,69
613,771,Black,38.93632900651,-77.0810892827694,59
93,701,Black,38.9868862037393,-77.0843167575194,62
833,678,Black,38.91494,-77.08541,70
1617,963,Black,38.83866,-77.07214,56
929,1048,Black,38.90555,-77.06818,68
1136,1521,Black,38.88545,-77.04618,69
1435,1043,Black,38.85635,-77.06839,53
489,1022,Black,38.94834,-77.0694,70
937,866,Black,38.90484,-77.07663,57
421,835,Black,38.9550276598308,-77.0781072800319,46
1369,1334,Black,38.8627823313079,-77.0548590455752,31
1421,1297,Black,38.8577310726643,-77.056610785183,60
917,1074,Black,38.90674,-77.06699,63
964,1525,Black,38.90221,-77.04597,71
829,833,Black,38.91535,-77.07816,63
1740,930,Black,38.82669,-77.07365,61
406,743,Black,38.95649,-77.08236,62
1295,1308,Black,38.86998,-77.05611,49
810,917,Black,38.9171702502922,-77.0742565033548,63
814,886,Black,38.91675,-77.07574,63
636,1102,Black,38.9341331046127,-77.065663088669,61
264,738,Black,38.97028,-77.08261,66
704,785,Black,38.92743,-77.08042,79
380,772,Black,38.9590084584479,-77.0810209964831,56
1421,1037,Black,38.85775,-77.06867,70
1072,1367,Black,38.8916836180476,-77.0533571843305,53
355,724,Black,38.96138,-77.08327,66
1103,1511,Black,38.88865,-77.04664,66
1591,969,Black,38.84115,-77.07184,66
1312,1161,Black,38.86835,-77.06291,66
1721,922,Black,38.8285391963522,-77.0740300591872,64
1275,1333,Black,38.8719330676813,-77.0549076469411,64
1730,966,Black,38.827621242683,-77.0719884822326,65
330,797,Black,38.9638665477884,-77.0798671183199,67
796,867,Black,38.91855,-77.07659,58
363,914,Black,38.96062,-77.07441,62
1697,856,Black,38.83086,-77.07711,66
886,1052,Black,38.90979,-77.06798,71
744,976,Black,38.9235549687955,-77.0715209749513,55
1315,1062,Black,38.8679981551201,-77.0675264847581,62
1759,953,Black,38.8248,-77.07261,63
960,1510,Black,38.902589999999996,-77.0467,66
1260,1249,Black,38.87339,-77.05883,62
711,893,Black,38.92679,-77.07541,52
1414,1180,Black,38.85842,-77.06202,74
1332,1084,Black,38.86634,-77.06653,61
999,1126,Black,38.8988072371766,-77.0645624170199,65
1459,1167,Black,38.8540188193536,-77.0626401790369,67
1473,1209,Black,38.85267,-77.06069,62
973,1367,Black,38.90126,-77.05332,58
928,1073,Black,38.90565,-77.06702,67
692,519,Black,38.92866,-77.0928,63
394,1013,Black,38.9576217658615,-77.0697978628921,25
1764,936,Black,38.8243321157718,-77.073377661305,58
943,1094,Black,38.9042506791371,-77.0660232423705,65
1070,1357,Black,38.89183,-77.05382,70
916,1101,Black,38.90681,-77.06569,41
1693,941,Black,38.83129,-77.07318,60
486,753,Black,38.94873,-77.08189,71
1309,1209,Black,38.86862,-77.0607,71
626,1180,Black,38.935022520653,-77.0620354548278,28
590,799,Black,38.9386,-77.07978,64
1141,1171,Black,38.88496,-77.06248,69
1726,899,Black,38.82804,-77.0751,65
1055,1519,Black,38.89328,-77.04625,60
957,1558,Black,38.90282,-77.04444,54
824,928,Black,38.91579,-77.07377,63
982,1374,Black,38.90041,-77.05302,63
1508,1171,Black,38.84921,-77.06245,69
548,1148,Black,38.94269,-77.06355,71
1540,817,Black,38.84616,-77.07892,63
543,813,Black,38.94318,-77.07912,79
162,715,Black,38.98021,-77.08365,62
1269,1340,Black,38.87252,-77.05462,66
514,1044,Black,38.94596,-77.06835,67
934,864,Black,38.90512,-77.07674,47
497,959,Black,38.9476,-77.07232,71
1311,1200,Black,38.86844,-77.06111,59
1198,853,Black,38.87939,-77.07727,62
459,1023,Black,38.95136,-77.06935,66
1516,1175,Black,38.84843,-77.06229,67
1127,1450,Black,38.88629,-77.04949,65
1642,925,Black,38.83625,-77.07392,24
764,854,Black,38.92166,-77.07722,65
970,1505,Black,38.90161,-77.04694,83
717,1196,Black,38.92625,-77.06129,59
1678,892,Black,38.8327377618595,-77.0754513932718,66
945,1157,Black,38.90399,-77.0631,59
1536,910,Black,38.84654,-77.07461,61
972,703,Black,38.90139,-77.08422,53
761,1274,Black,38.92196,-77.05765,65
861,1434,Black,38.91223,-77.05023,65
1550,1144,Black,38.84516,-77.06373,66
915,792,Black,38.90692,-77.08009,53
1420,1064,Black,38.8578016973273,-77.0674343894476,76
1559,1019,Black,38.84425,-77.06952,56
1350,1244,Black,38.86463,-77.05905,64
1283,1432,Black,38.87118,-77.05031,85
938,1164,Black,38.90468,-77.06278,60
980,1581,Black,38.9006647435446,-77.043405387514,70
1132,1053,Black,38.8858,-77.06796,64
1024,1087,Black,38.8963,-77.06635,63
757,849,Black,38.9223,-77.07744,66
449,845,Black,38.95224,-77.07764,63
1691,941,Black,38.83143,-77.07318,51
1641,1010,Black,38.8363,-77.06995,66
1418,1035,Black,38.85801,-77.06879,71
1559,1160,Black,38.84428,-77.06295,60
493,782,Black,38.9480075883853,-77.0805661869022,75
956,1113,Black,38.90296,-77.06517,62
1672,903,Black,38.8332698422418,-77.074929618578,64
1363,1363,Black,38.8633650266588,-77.0535179609628,68
1671,982,Black,38.83339,-77.07123,65
1488,1184,Black,38.851228184596,-77.0618534525059,59
1002,1500,Black,38.89844,-77.04717,52
872,774,Black,38.9111002624786,-77.0809178670682,63
253,689,Black,38.97136,-77.08487,59
1235,1207,Black,38.87578,-77.06079,53
1215,946,Black,38.87778,-77.07294,63
